Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,MasVnrArea,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,SaleCondition,SalePrice
520,70,RL,53,10918,Pave,Reg,Lvl,AllPub,Crawfor,Norm,Norm,1Fam,2Story,7,9,1926,2004,Gambrel,0,0,Unf,0,1276,1276,Normal,234000
521,190,RL,60,10800,Pave,Reg,Lvl,AllPub,OldTown,Norm,Norm,2fmCon,2Story,4,7,1900,2000,Gable,0,0,NA,0,0,0,Normal,106250
522,20,RL,90,11988,Pave,IR1,Lvl,AllPub,NAmes,Feedr,Norm,1Fam,1Story,6,6,1957,1957,Gable,0,777,Unf,0,467,1244,Normal,150000
523,50,RM,50,5000,Pave,Reg,Lvl,AllPub,BrkSide,Feedr,Norm,1Fam,1.5Fin,6,7,1947,1950,Gable,0,399,Unf,0,605,1004,Normal,159000
524,60,RL,130,40094,Pave,IR1,Bnk,AllPub,Edwards,PosN,PosN,1Fam,2Story,10,5,2007,2008,Hip,762,2260,Unf,0,878,3138,Partial,184750
525,60,RL,95,11787,Pave,IR1,Lvl,AllPub,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,594,719,Unf,0,660,1379,Normal,315750
526,20,FV,62,7500,Pave,Reg,Lvl,AllPub,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,0,0,Unf,0,1257,1257,Normal,176000
527,20,RL,70,13300,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,Hip,0,377,Unf,0,551,928,Normal,132000
528,60,RL,67,14948,Pave,IR1,Lvl,AllPub,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2008,Hip,268,1330,Unf,0,122,1452,Partial,446261
529,30,RL,58,9098,Pave,IR1,Lvl,AllPub,Edwards,Norm,Norm,1Fam,1Story,4,7,1920,2002,Gable,0,348,Unf,0,180,528,Normal,86000
530,20,RL,NA,32668,Pave,IR1,Lvl,AllPub,Crawfor,Norm,Norm,1Fam,1Story,6,3,1957,1975,Hip,NA,1219,Unf,0,816,2035,Alloca,200624
531,80,RL,85,10200,Pave,Reg,Lvl,AllPub,Timber,Norm,Norm,1Fam,SLvl,6,5,1988,1989,Gable,219,783,Unf,0,678,1461,Abnorml,175000
532,70,RM,60,6155,Pave,IR1,Lvl,AllPub,BrkSide,RRNn,Feedr,1Fam,2Story,6,8,1920,1999,Gable,0,0,Unf,0,611,611,Normal,128000
533,20,RL,60,7200,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,7,1955,2007,Gable,0,0,NA,0,0,0,Normal,107500
534,20,RL,50,5000,Pave,Reg,Low,AllPub,BrkSide,Norm,Norm,1Fam,1Story,1,3,1946,1950,Gable,0,0,NA,0,0,0,Normal,39300
535,60,RL,74,9056,Pave,IR1,Lvl,AllPub,Gilbert,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,0,0,Unf,0,707,707,Normal,178000
536,190,RL,70,7000,Pave,Reg,Lvl,AllPub,Edwards,Norm,Norm,2fmCon,2Story,5,7,1910,1991,Gable,0,969,Unf,0,148,1117,Normal,107500
537,60,RL,57,8924,Pave,IR1,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,0,0,Unf,0,880,880,Normal,188000
538,20,RL,NA,12735,Pave,IR1,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,4,5,1972,1972,Hip,0,600,Unf,0,264,864,Normal,111250
539,20,RL,NA,11553,Pave,IR1,Lvl,AllPub,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Hip,188,673,Unf,0,378,1051,Normal,158000
540,20,RL,NA,11423,Pave,Reg,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,479,1358,Unf,0,223,1581,Normal,272000
541,20,RL,85,14601,Pave,Reg,Lvl,AllPub,Timber,Norm,Norm,1Fam,1Story,9,5,2006,2006,Hip,584,1260,Unf,0,578,1838,Normal,315000
542,60,RL,NA,11000,Pave,Reg,Lvl,AllPub,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,72,0,Unf,0,969,969,Normal,248000
543,20,RL,78,10140,Pave,Reg,Lvl,AllPub,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1998,1999,Hip,0,144,GLQ,1127,379,1650,Normal,213250
544,120,RH,34,4058,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,TwnhsE,SFoyer,7,5,1998,1998,Gable,182,584,LwQ,139,0,723,Normal,133000
545,60,RL,58,17104,Pave,IR1,Lvl,AllPub,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,0,554,Unf,0,100,654,Partial,179665
546,50,RL,NA,13837,Pave,IR1,Lvl,AllPub,NWAmes,Norm,Norm,1Fam,1.5Fin,7,5,1988,1988,Gable,178,1002,LwQ,202,0,1204,Normal,229000
547,50,RL,70,8737,Pave,IR1,Bnk,AllPub,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1923,1950,Gable,0,300,Unf,0,765,1065,Normal,210000
548,85,RL,54,7244,Pave,Reg,Lvl,AllPub,Mitchel,Norm,Norm,1Fam,SFoyer,5,7,1970,1970,Gable,0,619,Unf,0,149,768,Normal,129500
549,20,RM,49,8235,Pave,IR1,HLS,AllPub,OldTown,Feedr,RRNn,1Fam,1Story,5,7,1955,1995,Gable,0,180,Rec,645,0,825,Normal,125000
550,60,FV,75,9375,Pave,Reg,Lvl,AllPub,Somerst,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,0,0,Unf,0,912,912,Normal,263000
551,120,RL,53,4043,Pave,Reg,Lvl,AllPub,NPkVill,Norm,Norm,TwnhsE,1Story,6,6,1977,1977,Gable,0,559,Unf,0,510,1069,Abnorml,140000
552,20,RM,50,6000,Pave,Reg,Lvl,AllPub,OldTown,Norm,Norm,1Fam,1Story,5,6,1957,1957,Hip,0,308,Unf,0,620,928,Normal,112500
553,20,RL,87,11146,Pave,IR1,Lvl,AllPub,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,250,0,Unf,0,1709,1709,Normal,255500
554,20,RL,67,8777,Pave,Reg,Lvl,AllPub,Edwards,Feedr,Norm,1Fam,1Story,4,5,1949,2003,Gable,0,0,NA,0,0,0,Normal,108000
555,60,RL,85,10625,Pave,Reg,Lvl,AllPub,NridgHt,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,292,866,Unf,0,132,998,Normal,284000
556,45,RM,58,6380,Pave,Reg,Lvl,AllPub,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,1922,1950,Gable,0,0,Unf,0,993,993,Normal,113000
557,20,RL,69,14850,Pave,IR1,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,0,895,Unf,0,197,1092,Normal,141000
558,50,C (all),60,11040,Pave,Reg,Low,AllPub,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,6,1920,1950,Gable,0,637,Unf,0,0,637,Normal,108000
559,60,RL,57,21872,Pave,IR2,HLS,AllPub,Gilbert,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,0,604,Unf,0,125,729,Normal,175000
560,120,RL,NA,3196,Pave,Reg,Lvl,AllPub,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2003,2004,Gable,18,0,Unf,0,1374,1374,Normal,234000
561,20,RL,NA,11341,Pave,IR1,Lvl,AllPub,Sawyer,Norm,Norm,1Fam,1Story,5,6,1957,1996,Hip,180,1302,Unf,0,90,1392,Normal,121500
562,20,RL,77,10010,Pave,Reg,Lvl,AllPub,Mitchel,Norm,Norm,1Fam,1Story,5,5,1974,1975,Gable,0,1071,LwQ,123,195,1389,Normal,170000
563,30,RL,63,13907,Pave,Reg,Lvl,AllPub,Edwards,Norm,Norm,1Fam,1Story,5,6,1940,1969,Gable,0,290,Unf,0,706,996,Normal,108000
564,50,RL,66,21780,Pave,Reg,Lvl,AllPub,Edwards,Norm,Norm,1Fam,1.5Fin,6,7,1918,1950,Gable,0,0,Unf,0,1163,1163,Normal,185000
565,60,RL,NA,13346,Pave,IR1,Lvl,AllPub,NoRidge,Norm,Norm,1Fam,2Story,7,5,1992,2000,Gable,0,728,Unf,0,367,1095,Normal,268000
566,70,RL,66,6858,Pave,Reg,Bnk,AllPub,SWISU,Norm,Norm,1Fam,2Story,6,4,1915,1950,Gable,0,0,Unf,0,806,806,Normal,128000
567,60,RL,77,11198,Pave,IR1,Lvl,AllPub,StoneBr,Norm,Norm,1Fam,2Story,9,5,2005,2007,Hip,245,0,Unf,0,1122,1122,Normal,325000
568,20,RL,70,10171,Pave,IR1,Lvl,AllPub,NridgHt,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,168,2,Unf,0,1515,1517,Normal,214000
569,50,RL,79,12327,Pave,IR1,Low,AllPub,SawyerW,Norm,Norm,1Fam,1.5Fin,8,8,1983,2009,Gable,0,1441,Unf,0,55,1496,Normal,316600
570,90,RL,NA,7032,Pave,IR1,Lvl,AllPub,NAmes,Norm,Norm,Duplex,SFoyer,5,5,1979,1979,Gable,0,943,Unf,0,0,943,Normal,135960
571,90,RL,74,13101,Pave,IR1,Lvl,AllPub,NAmes,Norm,Norm,Duplex,1Story,5,5,1965,1965,Gable,108,231,Unf,0,1497,1728,Normal,142600
572,20,RL,60,7332,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Gable,207,414,Unf,0,450,864,Abnorml,120000
573,60,RL,83,13159,Pave,IR1,HLS,AllPub,Timber,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,0,0,Unf,0,846,846,Partial,224500
574,80,RL,76,9967,Pave,IR1,Lvl,AllPub,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,2000,Gable,0,0,Unf,0,384,384,Normal,170000
575,80,RL,70,10500,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,SLvl,5,7,1971,2005,Gambrel,82,349,Unf,0,23,372,Normal,139000
576,50,RL,80,8480,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1.5Fin,5,5,1947,1950,Gable,0,442,Unf,0,390,832,Abnorml,118500
577,50,RL,52,6292,Pave,Reg,Lvl,AllPub,SWISU,Norm,Norm,1Fam,1.5Fin,7,7,1928,1950,Gable,0,0,Unf,0,861,861,Normal,145000
578,80,RL,96,11777,Pave,IR1,Lvl,AllPub,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1966,1966,Gable,97,328,ALQ,551,285,1164,Abnorml,164500
579,160,FV,34,3604,Pave,Reg,Lvl,AllPub,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2007,2007,Gable,0,0,Unf,0,689,689,Abnorml,146000
580,50,RM,81,12150,Pave,Reg,Lvl,AllPub,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1954,1954,Gable,335,0,Unf,0,1050,1050,Normal,131500
581,20,RL,NA,14585,Pave,IR1,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,6,6,1960,1987,Gable,85,594,Rec,219,331,1144,Normal,181900
582,20,RL,98,12704,Pave,Reg,Lvl,AllPub,NridgHt,Norm,Norm,1Fam,1Story,8,5,2008,2009,Hip,306,0,Unf,0,2042,2042,Partial,253293
583,90,RL,81,11841,Grvl,Reg,Lvl,AllPub,Edwards,Norm,Norm,Duplex,SFoyer,6,5,1990,1990,Gable,104,816,Unf,0,0,816,Normal,118500
584,75,RM,75,13500,Pave,Reg,Lvl,AllPub,OldTown,Artery,PosA,1Fam,2.5Unf,10,9,1893,2000,Gable,0,0,Unf,0,1237,1237,Normal,325000
585,50,RM,51,6120,Pave,Reg,Lvl,AllPub,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,1935,1995,Gable,0,0,Unf,0,884,884,Normal,133000
586,20,RL,88,11443,Pave,Reg,Lvl,AllPub,Timber,Norm,Norm,1Fam,1Story,8,5,2005,2006,Hip,208,1460,Unf,0,408,1868,Partial,369900
587,30,RL,55,10267,Pave,Reg,Lvl,AllPub,BrkSide,RRAn,Norm,1Fam,1Story,6,7,1918,2000,Gable,0,210,ALQ,606,0,816,Normal,130000
588,85,RL,74,8740,Pave,IR1,Lvl,AllPub,Sawyer,Norm,Norm,1Fam,SFoyer,5,6,1982,1982,Hip,0,672,Unf,0,168,840,Normal,137000
589,20,RL,65,25095,Pave,IR1,Low,AllPub,ClearCr,Norm,Norm,1Fam,1Story,5,8,1968,2003,Flat,0,1324,Unf,0,113,1437,Partial,143000
590,40,RM,50,9100,Pave,Reg,Lvl,AllPub,BrkSide,RRAn,Feedr,1Fam,1Story,5,6,1930,1960,Gable,0,0,Unf,0,742,742,Normal,79500
591,60,RL,64,8320,Pave,Reg,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,0,490,Unf,0,280,770,Normal,185900
592,60,RL,97,13478,Pave,IR1,Lvl,AllPub,NridgHt,Norm,Norm,1Fam,2Story,10,5,2008,2008,Gable,420,1338,Unf,0,384,1722,Normal,451950
593,20,RL,60,6600,Pave,Reg,Lvl,AllPub,Mitchel,Norm,Norm,1Fam,1Story,5,8,1982,2003,Gable,0,816,Unf,0,0,816,Normal,138000
594,120,RM,NA,4435,Pave,Reg,Lvl,AllPub,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,170,685,Unf,0,163,848,Normal,140000
595,20,RL,88,7990,Pave,IR1,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Hip,0,0,Unf,0,924,924,Normal,110000
596,20,RL,69,11302,Pave,IR1,Lvl,AllPub,StoneBr,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,238,1422,Unf,0,392,1814,Partial,319000
597,70,RM,60,3600,Pave,Reg,Lvl,AllPub,OldTown,Norm,Norm,1Fam,2Story,6,7,1910,1993,Gable,0,0,Unf,0,684,684,Normal,114504
598,120,RL,53,3922,Pave,Reg,Lvl,AllPub,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,72,0,Unf,0,1258,1258,Partial,194201
599,20,RL,80,12984,Pave,Reg,Bnk,AllPub,Crawfor,Norm,Norm,1Fam,1Story,5,6,1977,1977,Gable,459,1283,LwQ,147,0,1430,Normal,217500
600,160,RM,24,1950,Pave,Reg,Lvl,AllPub,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,0,81,GLQ,612,23,716,Normal,151000
601,60,RL,74,10927,Pave,Reg,Lvl,AllPub,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,280,546,Unf,0,512,1058,Normal,275000
602,50,RM,50,9000,Pave,Reg,Bnk,AllPub,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,0,0,Unf,0,780,780,Normal,141000
603,60,RL,80,10041,Pave,IR1,Lvl,AllPub,SawyerW,Norm,Norm,1Fam,2Story,8,5,1992,1992,Gable,0,789,Unf,0,119,908,Abnorml,220000
604,160,FV,30,3182,Pave,Reg,Lvl,AllPub,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2005,Gable,0,0,Unf,0,600,600,Normal,151000
605,20,RL,88,12803,Pave,IR1,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,99,922,Unf,0,572,1494,Normal,221000
606,60,RL,85,13600,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,2Story,7,6,1965,1990,Gable,176,454,Unf,0,314,768,Normal,205000
607,20,RL,82,12464,Pave,IR2,Low,AllPub,CollgCr,Norm,Norm,1Fam,1Story,5,5,1996,1996,Gable,0,732,Unf,0,308,1040,Normal,152000
608,20,RL,78,7800,Pave,Reg,Bnk,AllPub,Edwards,Norm,Norm,1Fam,2Story,5,8,1948,2002,Gable,0,603,Unf,0,293,896,Normal,225000
609,70,RL,78,12168,Pave,Reg,HLS,AllPub,Crawfor,Norm,Norm,1Fam,2Story,8,6,1934,1998,Gable,0,428,Unf,0,537,965,Alloca,359100
610,20,RL,61,7943,Pave,Reg,Lvl,AllPub,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,192,903,Unf,0,126,1029,Normal,118500
611,60,RL,NA,11050,Pave,Reg,Lvl,AllPub,CollgCr,PosN,Norm,1Fam,2Story,9,5,2000,2000,Hip,204,904,Unf,0,536,1440,Normal,313000
612,80,RL,NA,10395,Pave,IR1,Lvl,AllPub,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,233,605,Unf,0,427,1032,Normal,148000
613,60,RL,NA,11885,Pave,Reg,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,2001,Gable,108,990,Unf,0,309,1299,Normal,261500
614,20,RL,70,8402,Pave,Reg,Lvl,AllPub,Mitchel,Feedr,Norm,1Fam,1Story,5,5,2007,2007,Gable,0,206,Unf,0,914,1120,Partial,147000
615,180,RM,21,1491,Pave,Reg,Lvl,AllPub,MeadowV,Norm,Norm,TwnhsE,SFoyer,4,6,1972,1972,Gable,0,150,GLQ,480,0,630,Normal,75500
616,85,RL,80,8800,Pave,Reg,Lvl,AllPub,NAmes,Feedr,Norm,1Fam,SFoyer,6,7,1963,1963,Gable,156,763,Unf,0,173,936,Abnorml,137500
617,60,RL,NA,7861,Pave,IR1,Lvl,AllPub,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2003,Gable,0,457,Unf,0,326,783,Normal,183200
618,45,RL,59,7227,Pave,Reg,HLS,AllPub,NAmes,Artery,Norm,1Fam,1.5Unf,6,6,1954,1954,Gable,0,0,Unf,0,832,832,Normal,105500
619,20,RL,90,11694,Pave,Reg,Lvl,AllPub,NridgHt,Norm,Norm,1Fam,1Story,9,5,2007,2007,Hip,452,48,Unf,0,1774,1822,Partial,314813
620,60,RL,85,12244,Pave,Reg,Lvl,AllPub,Timber,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,226,871,Unf,0,611,1482,Normal,305000
621,30,RL,45,8248,Pave,Reg,Lvl,AllPub,Edwards,Norm,Norm,1Fam,1Story,3,3,1914,1950,Gable,0,41,Unf,0,823,864,Normal,67000
622,60,RL,90,10800,Pave,Reg,Lvl,AllPub,NWAmes,Norm,Norm,1Fam,2Story,6,7,1974,1997,Gable,0,956,Rec,182,384,1522,Normal,240000
623,20,RL,71,7064,Pave,Reg,Lvl,AllPub,Sawyer,Norm,Norm,1Fam,1Story,5,6,1977,1977,Gable,153,560,Unf,0,420,980,Normal,135000
624,160,FV,NA,2117,Pave,Reg,Lvl,AllPub,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,513,420,Unf,0,336,756,Normal,168500
625,60,RL,80,10400,Pave,Reg,Lvl,AllPub,NWAmes,Norm,Norm,1Fam,2Story,6,5,1972,1972,Gable,288,247,Unf,0,485,732,Normal,165150
626,20,RL,87,10000,Pave,IR1,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,6,6,1962,1962,Hip,261,0,Unf,0,1116,1116,Normal,160000
627,20,RL,NA,12342,Pave,IR1,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1978,Hip,0,0,Unf,0,978,978,Normal,139900
628,80,RL,80,9600,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,SLvl,6,6,1955,1972,Gable,164,674,LwQ,132,350,1156,Normal,153000
629,60,RL,70,11606,Pave,IR1,HLS,AllPub,NAmes,Norm,Norm,1Fam,2Story,5,5,1969,1969,Gable,192,650,Unf,0,390,1040,Family,135000
630,80,RL,82,9020,Pave,Reg,Lvl,AllPub,NAmes,Feedr,Norm,1Fam,SLvl,6,5,1964,1964,Gable,259,624,Rec,336,288,1248,Normal,168500
631,70,RM,50,9000,Pave,Reg,Lvl,AllPub,OldTown,Artery,Norm,1Fam,2Story,5,6,1880,1991,Gable,0,0,Unf,0,636,636,Abnorml,124000
632,120,RL,34,4590,Pave,Reg,Lvl,AllPub,NridgHt,Norm,Norm,Twnhs,1Story,8,5,2006,2006,Gable,108,24,Unf,0,1530,1554,Normal,209500
633,20,RL,85,11900,Pave,Reg,Lvl,AllPub,NWAmes,Norm,Norm,1Fam,1Story,7,5,1977,1977,Hip,209,822,Unf,0,564,1386,Family,82500
634,20,RL,80,9250,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2005,Gable,0,480,LwQ,468,108,1056,Normal,139400
635,90,RL,64,6979,Pave,Reg,Lvl,AllPub,OldTown,Norm,Norm,Duplex,SFoyer,6,5,1980,1980,Gable,0,1056,Unf,0,0,1056,Normal,144000
636,190,RH,60,10896,Pave,Reg,Bnk,AllPub,SWISU,Feedr,Norm,2fmCon,2.5Fin,6,7,1914,1995,Hip,0,256,Unf,0,1184,1440,Abnorml,200000
637,30,RM,51,6120,Pave,Reg,Lvl,AllPub,BrkSide,Norm,Norm,1Fam,1Story,2,3,1936,1950,Gable,0,0,Unf,0,264,264,Normal,60000
638,190,RM,50,6000,Pave,Reg,Lvl,AllPub,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1954,1954,Gable,0,0,Unf,0,811,811,Normal,93000
639,30,RL,67,8777,Pave,Reg,Lvl,AllPub,Edwards,Feedr,Norm,1Fam,1Story,5,7,1910,1950,Gable,0,0,Unf,0,796,796,Normal,85000
640,120,RL,53,3982,Pave,Reg,Lvl,AllPub,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,0,1154,Unf,0,366,1520,Partial,264561
641,120,RL,62,12677,Pave,IR1,Lvl,AllPub,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2003,2004,Hip,472,1218,Unf,0,300,1518,Normal,274000
642,60,FV,NA,7050,Pave,Reg,Lvl,AllPub,Somerst,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,0,738,Unf,0,319,1057,Normal,226000
643,80,RL,75,13860,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,SLvl,8,7,1972,1995,Gable,0,1410,Unf,0,542,1952,Normal,345000
644,60,RL,80,10793,Pave,Reg,Lvl,AllPub,NWAmes,RRAn,Norm,1Fam,2Story,5,5,1969,1969,Mansard,263,493,BLQ,287,0,780,Normal,152000
645,20,FV,85,9187,Pave,Reg,Lvl,AllPub,Somerst,Norm,Norm,1Fam,1Story,9,5,2009,2009,Gable,162,1121,Unf,0,645,1766,Partial,370878
646,20,RL,NA,10530,Pave,IR1,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,6,5,1971,1971,Hip,0,282,LwQ,35,664,981,Normal,143250
647,20,RL,60,7200,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,5,1950,1950,Hip,0,0,NA,0,0,0,Normal,98300
648,20,RL,85,10452,Pave,IR1,Lvl,AllPub,Edwards,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,216,500,Unf,0,594,1094,Normal,155000
649,60,RL,70,7700,Pave,Reg,Lvl,AllPub,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,1966,Gable,351,0,Unf,0,756,756,Normal,155000
650,180,RM,21,1936,Pave,Reg,Lvl,AllPub,MeadowV,Norm,Norm,Twnhs,SFoyer,4,6,1970,1970,Gable,0,131,GLQ,499,0,630,Normal,84500
651,60,FV,65,8125,Pave,Reg,Lvl,AllPub,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,NA,0,Unf,0,813,813,Normal,205950
652,70,RL,60,9084,Pave,Reg,Lvl,AllPub,Edwards,Artery,Norm,1Fam,2Story,4,5,1940,1950,Gable,0,0,Unf,0,755,755,Normal,108000
653,60,RL,70,8750,Pave,Reg,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,2Story,7,5,1996,1996,Gable,0,0,Unf,0,880,880,Normal,191000
654,50,RM,60,10320,Pave,Reg,Lvl,AllPub,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,7,1906,1995,Gable,0,0,Unf,0,756,756,Normal,135000
655,20,RL,91,10437,Pave,IR1,Lvl,AllPub,NoRidge,Norm,Norm,1Fam,1Story,8,6,1995,1995,Hip,660,1696,Unf,0,413,2109,Normal,350000
656,160,RM,21,1680,Pave,Reg,Lvl,AllPub,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,381,0,Unf,0,525,525,Family,88000
657,20,RL,72,10007,Pave,IR1,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,2006,Gable,54,806,Unf,0,247,1053,Normal,145500
658,70,RL,60,7200,Pave,Reg,HLS,AllPub,Crawfor,Norm,Norm,1Fam,2Story,7,6,1931,2000,Gable,0,0,Unf,0,776,776,Normal,149000
659,50,RL,78,17503,Pave,Reg,Lvl,AllPub,NAmes,Artery,Norm,1Fam,1.5Fin,6,5,1948,1950,Gable,0,0,Unf,0,912,912,Abnorml,97500
660,20,RL,75,9937,Pave,Reg,Lvl,AllPub,Edwards,Norm,Norm,1Fam,1Story,5,7,1964,1999,Hip,0,637,Unf,0,849,1486,Normal,167000
661,60,RL,NA,12384,Pave,Reg,Lvl,AllPub,NWAmes,Norm,Norm,1Fam,2Story,7,7,1976,1976,Gable,233,0,Unf,0,793,793,Normal,197900
662,60,RL,52,46589,Pave,IR2,Lvl,AllPub,NoRidge,Norm,Norm,1Fam,2Story,8,7,1994,2005,Hip,528,1361,Rec,180,88,1629,Normal,402000
663,20,RL,120,13560,Pave,Reg,Lvl,AllPub,NAmes,Norm,Norm,1Fam,1Story,6,3,1968,1968,Hip,216,0,Unf,0,1392,1392,Normal,110000
664,85,RL,90,10012,Pave,Reg,Lvl,AllPub,Edwards,Norm,Norm,1Fam,SFoyer,4,5,1972,1972,Gable,0,920,Rec,180,38,1138,Normal,137500
665,20,RL,49,20896,Pave,IR2,Lvl,AllPub,Somerst,RRAn,Norm,1Fam,1Story,8,5,2005,2006,Gable,0,1721,Unf,0,356,2077,Partial,423000
666,60,RL,106,11194,Pave,IR1,Lvl,AllPub,Gilbert,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,40,0,Unf,0,1406,1406,Normal,230500
667,60,RL,NA,18450,Pave,IR1,Lvl,AllPub,NAmes,Norm,Norm,1Fam,2Story,6,5,1965,1979,Flat,113,187,Rec,723,111,1021,Abnorml,129000
668,20,RL,65,8125,Pave,Reg,Lvl,AllPub,SawyerW,Norm,Norm,1Fam,1Story,6,5,1994,1998,Gable,258,1138,Unf,0,270,1408,Normal,193500
669,20,RL,NA,14175,Pave,Reg,Bnk,AllPub,Sawyer,Norm,Norm,1Fam,1Story,5,6,1956,1987,Gable,0,988,Unf,0,200,1188,Normal,168000
670,30,RL,80,11600,Pave,Reg,Lvl,AllPub,Crawfor,Norm,Norm,1Fam,1Story,4,5,1922,1950,Gable,0,0,Unf,0,700,700,Normal,137500
671,60,RL,64,8633,Pave,Reg,Lvl,AllPub,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,0,193,Unf,0,545,738,Normal,173500
672,70,RH,54,6629,Pave,Reg,Lvl,AllPub,Edwards,Artery,Norm,1Fam,2Story,6,6,1925,1950,Gambrel,0,551,Unf,0,121,672,Normal,103600
673,20,RL,NA,11250,Pave,IR1,Lvl,AllPub,Veenker,Norm,Norm,1Fam,1Story,6,6,1977,1977,Gable,0,767,Unf,0,441,1208,Normal,165000
